shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,line_id
L4R-I,-33.549944,-70.587135,35,L4
L4R-I,-33.55333,-70.5866,36,L4
L4R-I,-33.556181,-70.586155,37,L4
L4R-I,-33.560637,-70.585264,38,L4
L4R-I,-33.562686,-70.584996,39,L4
L4R-I,-33.569369,-70.583571,40,L4
L4R-I,-33.576497,-70.582412,41,L4
L4R-I,-33.579081,-70.581878,42,L4
L4R-I,-33.589239,-70.579828,43,L4
L4R-I,-33.592981,-70.579026,44,L4
L4R-I,-33.602069,-70.577155,45,L4
L4R-I,-33.605188,-70.57671,46,L4
L4R-I,-33.609465,-70.575997,47,L4
L4-I,-33.418161,-70.60148,0,L4
L4-I,-33.421903,-70.596936,1,L4
L4-I,-33.426091,-70.591144,2,L4
L4-I,-33.431437,-70.58464,3,L4
L4-I,-33.433309,-70.583482,4,L4
L4-I,-33.434734,-70.581343,5,L4
L4-I,-33.436427,-70.577779,6,L4
L4-I,-33.438209,-70.573324,7,L4
L4-I,-33.440437,-70.572878,8,L4
L4-I,-33.445961,-70.572076,9,L4
L4-I,-33.449614,-70.571274,10,L4
L4-I,-33.453268,-70.57074,11,L4
L4-I,-33.455406,-70.571274,12,L4
L4-I,-33.458792,-70.572255,13,L4
L4-I,-33.462445,-70.573858,14,L4
L4-I,-33.464762,-70.57475,15,L4
L4-I,-33.468771,-70.576175,16,L4
L4-I,-33.47492,-70.577512,17,L4
L4-I,-33.479731,-70.57867,18,L4
L4-I,-33.481335,-70.578937,19,L4
L4-I,-33.484186,-70.579472,20,L4
L4-I,-33.487929,-70.580274,21,L4
L4-I,-33.4898,-70.58063,22,L4
L4-I,-33.495324,-70.584105,23,L4
L4-I,-33.500047,-70.587046,24,L4
L4-I,-33.503967,-70.588917,25,L4
L4-I,-33.50869,-70.589541,26,L4
L4-I,-33.510828,-70.590164,27,L4
L4-I,-33.513501,-70.591055,28,L4
L4-I,-33.516798,-70.593907,29,L4
L4-I,-33.519471,-70.596134,30,L4
L4-I,-33.526154,-70.596758,31,L4
L4-I,-33.535777,-70.592748,32,L4
L4-I,-33.546915,-70.587669,33,L4
L4-I,-33.548429,-70.587313,34,L4
L4-I,-33.549944,-70.587135,35,L4
L4-I,-33.55333,-70.5866,36,L4
L4-I,-33.556181,-70.586155,37,L4
L4-I,-33.560637,-70.585264,38,L4
L4-I,-33.562686,-70.584996,39,L4
L4-I,-33.569369,-70.583571,40,L4
L4-I,-33.576497,-70.582412,41,L4
L4-I,-33.579081,-70.581878,42,L4
L4-I,-33.589239,-70.579828,43,L4
L4-I,-33.592981,-70.579026,44,L4
L4-I,-33.602069,-70.577155,45,L4
L4-I,-33.605188,-70.57671,46,L4
L4-I,-33.609465,-70.575997,47,L4
L1-R,-33.407905,-70.545172,0,L1
L1-R,-33.408306,-70.550184,1,L1
L1-R,-33.408406,-70.553292,2,L1
L1-R,-33.407855,-70.556149,3,L1
L1-R,-33.407554,-70.558905,4,L1
L1-R,-33.407454,-70.561662,5,L1
L1-R,-33.408306,-70.56522,6,L1
L1-R,-33.409208,-70.568729,7,L1
L1-R,-33.409609,-70.570333,8,L1
L1-R,-33.410912,-70.574543,9,L1
L1-R,-33.412115,-70.578703,10,L1
L1-R,-33.412867,-70.581058,11,L1
L1-R,-33.413769,-70.583264,12,L1
L1-R,-33.41432,-70.584366,13,L1
L1-R,-33.414771,-70.586371,14,L1
L1-R,-33.415323,-70.589479,15,L1
L1-R,-33.415874,-70.591584,16,L1
L1-R,-33.416576,-70.595694,17,L1
L1-R,-33.417327,-70.598651,18,L1
L1-R,-33.418179,-70.601407,19,L1
L1-R,-33.419884,-70.605818,20,L1
L1-R,-33.422139,-70.608574,21,L1
L1-R,-33.422891,-70.610579,22,L1
L1-R,-33.423592,-70.612484,23,L1
L1-R,-33.425447,-70.614288,24,L1
L1-R,-33.427151,-70.616293,25,L1
L1-R,-33.428304,-70.6192,26,L1
L1-R,-33.429757,-70.621957,27,L1
L1-R,-33.431311,-70.624112,28,L1
L1-R,-33.433165,-70.626518,29,L1
L1-R,-33.434018,-70.62742,30,L1
L1-R,-33.435321,-70.629575,31,L1
L1-R,-33.436975,-70.633534,32,L1
L1-R,-33.437175,-70.635188,33,L1
L1-R,-33.437626,-70.636642,34,L1
L1-R,-33.438829,-70.638496,35,L1
L1-R,-33.440232,-70.640551,36,L1
L1-R,-33.441135,-70.641754,37,L1
L1-R,-33.442087,-70.643208,38,L1
L1-R,-33.442638,-70.645714,39,L1
L1-R,-33.443139,-70.647318,40,L1
L1-R,-33.443791,-70.650425,41,L1
L1-R,-33.444844,-70.654836,42,L1
L1-R,-33.445245,-70.656289,43,L1
L1-R,-33.446097,-70.660299,44,L1
L1-R,-33.446999,-70.663757,45,L1
L1-R,-33.447951,-70.667566,46,L1
L1-R,-33.448101,-70.668669,47,L1
L1-R,-33.448703,-70.670523,48,L1
L1-R,-33.449404,-70.67318,49,L1
L1-R,-33.449655,-70.674433,50,L1
L1-R,-33.450257,-70.676588,51,L1
L1-R,-33.450908,-70.679144,52,L1
L1-R,-33.45156,-70.680698,53,L1
L1-R,-33.452011,-70.682552,54,L1
L1-R,-33.452913,-70.686161,55,L1
L1-R,-33.453264,-70.687965,56,L1
L1-R,-33.454066,-70.692476,57,L1
L1-R,-33.455018,-70.695784,58,L1
L1-R,-33.45602,-70.699693,59,L1
L1-R,-33.456271,-70.701147,60,L1
L1-R,-33.457173,-70.705958,61,L1
L1-R,-33.458426,-70.711021,62,L1
L1-R,-33.457975,-70.715782,63,L1
L1-R,-33.456221,-70.721646,64,L1
L1-R,-33.454567,-70.722448,65,L1
L1-R,-33.45156,-70.722749,66,L1
L1-R,-33.448402,-70.72315,67,L1
L1-R,-33.444192,-70.7233,68,L1
L5V-I,-33.510473,-70.757288,0,L5
L5V-I,-33.504008,-70.757339,1,L5
L5V-I,-33.49654,-70.757639,2,L5
L5V-I,-33.493683,-70.757038,3,L5
L5V-I,-33.491929,-70.754682,4,L5
L5V-I,-33.489974,-70.752878,5,L5
L5V-I,-33.485614,-70.747916,6,L5
L5V-I,-33.481855,-70.745109,7,L5
L5V-I,-33.47168,-70.73699,8,L5
L5V-I,-33.470628,-70.73729,9,L5
L5V-I,-33.467921,-70.73729,10,L5
L5V-I,-33.462759,-70.737942,11,L5
L5V-I,-33.452634,-70.738995,12,L5
L5V-I,-33.447121,-70.739496,13,L5
L5V-I,-33.44647,-70.739596,14,L5
L5V-I,-33.445718,-70.740649,15,L5
L5V-I,-33.444715,-70.740799,16,L5
L5V-I,-33.444465,-70.726615,17,L5
L5V-I,-33.444214,-70.723357,18,L5
L5V-I,-33.442661,-70.71203,19,L5
L5V-I,-33.441458,-70.707318,20,L5
L5V-I,-33.439052,-70.697996,21,L5
L5V-I,-33.43825,-70.690879,22,L5
L5V-I,-33.438751,-70.685316,23,L5
L5V-I,-33.440355,-70.680404,24,L5
L5V-I,-33.436596,-70.644518,25,L5
L5V-I,-33.437097,-70.633742,26,L5
L5V-I,-33.43891,-70.632589,27,L5
L5V-I,-33.442786,-70.63172,28,L5
L5V-I,-33.443788,-70.631386,29,L5
L5V-I,-33.447063,-70.63045,30,L5
L5V-I,-33.449669,-70.629849,31,L5
L5V-I,-33.453679,-70.628847,32,L5
L5V-I,-33.458691,-70.62751,33,L5
L5V-I,-33.467111,-70.625171,34,L5
L5V-I,-33.472591,-70.623567,35,L5
L5V-I,-33.477469,-70.622298,36,L5
L5V-I,-33.479674,-70.621696,37,L5
L5V-I,-33.483484,-70.620694,38,L5
L5V-I,-33.485555,-70.619624,39,L5
L5V-I,-33.487092,-70.618555,40,L5
L5V-I,-33.49157,-70.61762,41,L5
L5V-I,-33.493842,-70.617018,42,L5
L5V-I,-33.498252,-70.616016,43,L5
L5V-I,-33.505269,-70.614479,44,L5
L5V-I,-33.507809,-70.612674,45,L5
L5V-I,-33.509613,-70.61067,46,L5
L5V-I,-33.512888,-70.606593,47,L5
L5V-I,-33.516095,-70.602584,48,L5
L5V-I,-33.517833,-70.60118,49,L5
L5V-I,-33.519704,-70.59971,50,L5
L5V-I,-33.522644,-70.598373,51,L5
L5V-I,-33.526387,-70.596703,52,L5
L5R-I,-33.510473,-70.757288,0,L5
L5R-I,-33.504008,-70.757339,1,L5
L5R-I,-33.49654,-70.757639,2,L5
L5R-I,-33.493683,-70.757038,3,L5
L5R-I,-33.491929,-70.754682,4,L5
L5R-I,-33.489974,-70.752878,5,L5
L5R-I,-33.485614,-70.747916,6,L5
L5R-I,-33.481855,-70.745109,7,L5
L5R-I,-33.47168,-70.73699,8,L5
L5R-I,-33.470628,-70.73729,9,L5
L5R-I,-33.467921,-70.73729,10,L5
L5R-I,-33.462759,-70.737942,11,L5
L5R-I,-33.452634,-70.738995,12,L5
L5R-I,-33.447121,-70.739496,13,L5
L5R-I,-33.44647,-70.739596,14,L5
L5R-I,-33.445718,-70.740649,15,L5
L5R-I,-33.444715,-70.740799,16,L5
L5R-I,-33.444465,-70.726615,17,L5
L5R-I,-33.444214,-70.723357,18,L5
L5R-I,-33.442661,-70.71203,19,L5
L5R-I,-33.441458,-70.707318,20,L5
L5R-I,-33.439052,-70.697996,21,L5
L5R-I,-33.43825,-70.690879,22,L5
L5R-I,-33.438751,-70.685316,23,L5
L5R-I,-33.440355,-70.680404,24,L5
L5R-I,-33.436596,-70.644518,25,L5
L5R-I,-33.437097,-70.633742,26,L5
L5R-I,-33.43891,-70.632589,27,L5
L5R-I,-33.442786,-70.63172,28,L5
L5R-I,-33.443788,-70.631386,29,L5
L5R-I,-33.447063,-70.63045,30,L5
L5R-I,-33.449669,-70.629849,31,L5
L5R-I,-33.453679,-70.628847,32,L5
L5R-I,-33.458691,-70.62751,33,L5
L5R-I,-33.467111,-70.625171,34,L5
L5R-I,-33.472591,-70.623567,35,L5
L5R-I,-33.477469,-70.622298,36,L5
L5R-I,-33.479674,-70.621696,37,L5
L5R-I,-33.483484,-70.620694,38,L5
L5R-I,-33.485555,-70.619624,39,L5
L5R-I,-33.487092,-70.618555,40,L5
L5R-I,-33.49157,-70.61762,41,L5
L5R-I,-33.493842,-70.617018,42,L5
L5R-I,-33.498252,-70.616016,43,L5
L5R-I,-33.505269,-70.614479,44,L5
L5R-I,-33.507809,-70.612674,45,L5
L5R-I,-33.509613,-70.61067,46,L5
L5R-I,-33.512888,-70.606593,47,L5
L5R-I,-33.516095,-70.602584,48,L5
L5R-I,-33.517833,-70.60118,49,L5
L5R-I,-33.519704,-70.59971,50,L5
L5R-I,-33.522644,-70.598373,51,L5
L5R-I,-33.526387,-70.596703,52,L5
L5-I,-33.510473,-70.757288,0,L5
L5-I,-33.504008,-70.757339,1,L5
L5-I,-33.49654,-70.757639,2,L5
L5-I,-33.493683,-70.757038,3,L5
L5-I,-33.491929,-70.754682,4,L5
L5-I,-33.489974,-70.752878,5,L5
L5-I,-33.485614,-70.747916,6,L5
L5-I,-33.481855,-70.745109,7,L5
L5-I,-33.47168,-70.73699,8,L5
L5-I,-33.470628,-70.73729,9,L5
L5-I,-33.467921,-70.73729,10,L5
L5-I,-33.462759,-70.737942,11,L5
L5-I,-33.452634,-70.738995,12,L5
L5-I,-33.447121,-70.739496,13,L5
L5-I,-33.44647,-70.739596,14,L5
L5-I,-33.445718,-70.740649,15,L5
L5-I,-33.444715,-70.740799,16,L5
L5-I,-33.444465,-70.726615,17,L5
L5-I,-33.444214,-70.723357,18,L5
L5-I,-33.442661,-70.71203,19,L5
L5-I,-33.441458,-70.707318,20,L5
L5-I,-33.439052,-70.697996,21,L5
L5-I,-33.43825,-70.690879,22,L5
L5-I,-33.438751,-70.685316,23,L5
L5-I,-33.440355,-70.680404,24,L5
L5-I,-33.436596,-70.644518,25,L5
L5-I,-33.437097,-70.633742,26,L5
L5-I,-33.43891,-70.632589,27,L5
L5-I,-33.442786,-70.63172,28,L5
L5-I,-33.443788,-70.631386,29,L5
L5-I,-33.447063,-70.63045,30,L5
L5-I,-33.449669,-70.629849,31,L5
L5-I,-33.453679,-70.628847,32,L5
L5-I,-33.458691,-70.62751,33,L5
L5-I,-33.467111,-70.625171,34,L5
L5-I,-33.472591,-70.623567,35,L5
L5-I,-33.477469,-70.622298,36,L5
L5-I,-33.479674,-70.621696,37,L5
L5-I,-33.483484,-70.620694,38,L5
L5-I,-33.485555,-70.619624,39,L5
L5-I,-33.487092,-70.618555,40,L5
L5-I,-33.49157,-70.61762,41,L5
L5-I,-33.493842,-70.617018,42,L5
L5-I,-33.498252,-70.616016,43,L5
L5-I,-33.505269,-70.614479,44,L5
L5-I,-33.507809,-70.612674,45,L5
L5-I,-33.509613,-70.61067,46,L5
L5-I,-33.512888,-70.606593,47,L5
L5-I,-33.516095,-70.602584,48,L5
L5-I,-33.517833,-70.60118,49,L5
L5-I,-33.519704,-70.59971,50,L5
L5-I,-33.522644,-70.598373,51,L5
L5-I,-33.526387,-70.596703,52,L5
L6-I,-33.483384,-70.695424,1,L6
L6-I,-33.48416,-70.693348,2,L6
L6-I,-33.484578,-70.691844,3,L6
L6-I,-33.484279,-70.690484,4,L6
L6-I,-33.483802,-70.689267,5,L6
L6-I,-33.483025,-70.687334,6,L6
L6-I,-33.48201,-70.686403,7,L6
L6-I,-33.47992,-70.6854,8,L6
L6-I,-33.479002,-70.685007,9,L6
L6-I,-33.478242,-70.683944,10,L6
L6-I,-33.478242,-70.681869,11,L6
L6-I,-33.478326,-70.679489,12,L6
L6-I,-33.478369,-70.678325,13,L6
L6-I,-33.478685,-70.66625,14,L6
L6-I,-33.478854,-70.660023,15,L6
L6-I,-33.478727,-70.656023,16,L6
L6-I,-33.478262,-70.655061,17,L6
L6-I,-33.477333,-70.654049,18,L6
L6-I,-33.476869,-70.653137,19,L6
L6-I,-33.476742,-70.651973,20,L6
L6-I,-33.476718,-70.648423,21,L6
L6-I,-33.476344,-70.640292,22,L6
L6-I,-33.474204,-70.633978,23,L6
L6-I,-33.473667,-70.632238,24,L6
L6-I,-33.473156,-70.631047,25,L6
L6-I,-33.472728,-70.630255,26,L6
L6-I,-33.472281,-70.629565,27,L6
L6-I,-33.471717,-70.628178,28,L6
L6-I,-33.471126,-70.627267,29,L6
L6-I,-33.470408,-70.627014,30,L6
L6-I,-33.469521,-70.627318,31,L6
L6-I,-33.468761,-70.62747,32,L6
L6-I,-33.46808,-70.62744,33,L6
L6-I,-33.46752,-70.626884,34,L6
L6-I,-33.467345,-70.626195,35,L6
L6-I,-33.467057,-70.624548,36,L6
L6-I,-33.466877,-70.623731,37,L6
L6-I,-33.466503,-70.621935,38,L6
L6-I,-33.466087,-70.619142,39,L6
L6-I,-33.465629,-70.615351,40,L6
L6-I,-33.465712,-70.613356,41,L6
L6-I,-33.465754,-70.611311,42,L6
L6-I,-33.465801,-70.609857,43,L6
L6-I,-33.465668,-70.608764,44,L6
L6-I,-33.465251,-70.607694,45,L6
L6-I,-33.464529,-70.606783,46,L6
L6-I,-33.463715,-70.606423,47,L6
L6-I,-33.4623,-70.606124,48,L6
L6-I,-33.454175,-70.604975,49,L6
L6-I,-33.454175,-70.604975,50,L6
L6-I,-33.4504,-70.605326,51,L6
L6-I,-33.438374,-70.607371,52,L6
L6-I,-33.431425,-70.609465,53,L6
L6-I,-33.426126,-70.611461,54,L6
L6-I,-33.425483,-70.611633,55,L6
L6-I,-33.425237,-70.611673,56,L6
L6-I,-33.425083,-70.611692,57,L6
L6-I,-33.424905,-70.611714,58,L6
L6-I,-33.424728,-70.611714,59,L6
L6-I,-33.424498,-70.611745,60,L6
L6-I,-33.42414,-70.611745,61,L6
L6-I,-33.423782,-70.611745,62,L6
L6-I,-33.423364,-70.611745,63,L6
L6-I,-33.422945,-70.611602,64,L6
L6-I,-33.422557,-70.611208,65,L6
L6-I,-33.422289,-70.6106,66,L6
L6-I,-33.421841,-70.609813,67,L6
L6-I,-33.420766,-70.608168,68,L6
L6-R,-33.420766,-70.608168,1,L6
L6-R,-33.421841,-70.609813,2,L6
L6-R,-33.422289,-70.6106,3,L6
L6-R,-33.422557,-70.611208,4,L6
L6-R,-33.422945,-70.611602,5,L6
L6-R,-33.423364,-70.611745,6,L6
L6-R,-33.423782,-70.611745,7,L6
L6-R,-33.42414,-70.611745,8,L6
L6-R,-33.424498,-70.611745,9,L6
L6-R,-33.424728,-70.611714,10,L6
L6-R,-33.424905,-70.611714,11,L6
L6-R,-33.425083,-70.611692,12,L6
L6-R,-33.425237,-70.611673,13,L6
L6-R,-33.425483,-70.611633,14,L6
L6-R,-33.426126,-70.611461,15,L6
L6-R,-33.431425,-70.609465,16,L6
L6-R,-33.438374,-70.607371,17,L6
L6-R,-33.4504,-70.605326,18,L6
L6-R,-33.454175,-70.604975,19,L6
L6-R,-33.454175,-70.604975,20,L6
L6-R,-33.4623,-70.606124,21,L6
L6-R,-33.463715,-70.606423,22,L6
L6-R,-33.464529,-70.606783,23,L6
L6-R,-33.465251,-70.607694,24,L6
L6-R,-33.465668,-70.608764,25,L6
L6-R,-33.465801,-70.609857,26,L6
L6-R,-33.465754,-70.611311,27,L6
L6-R,-33.465712,-70.613356,28,L6
L6-R,-33.465629,-70.615351,29,L6
L6-R,-33.466087,-70.619142,30,L6
L6-R,-33.466503,-70.621935,31,L6
L6-R,-33.466877,-70.623731,32,L6
L6-R,-33.467057,-70.624548,33,L6
L6-R,-33.467345,-70.626195,34,L6
L6-R,-33.46752,-70.626884,35,L6
L6-R,-33.46808,-70.62744,36,L6
L6-R,-33.468761,-70.62747,37,L6
L6-R,-33.469521,-70.627318,38,L6
L6-R,-33.470408,-70.627014,39,L6
L6-R,-33.471126,-70.627267,40,L6
L6-R,-33.471717,-70.628178,41,L6
L6-R,-33.472281,-70.629565,42,L6
L6-R,-33.472728,-70.630255,43,L6
L6-R,-33.473156,-70.631047,44,L6
L6-R,-33.473667,-70.632238,45,L6
L6-R,-33.474204,-70.633978,46,L6
L6-R,-33.476344,-70.640292,47,L6
L6-R,-33.476718,-70.648423,48,L6
L6-R,-33.476742,-70.651973,49,L6
L6-R,-33.476869,-70.653137,50,L6
L6-R,-33.477333,-70.654049,51,L6
L6-R,-33.478262,-70.655061,52,L6
L6-R,-33.478727,-70.656023,53,L6
L6-R,-33.478854,-70.660023,54,L6
L6-R,-33.478685,-70.66625,55,L6
L6-R,-33.478369,-70.678325,56,L6
L6-R,-33.478326,-70.679489,57,L6
L6-R,-33.478242,-70.681869,58,L6
L6-R,-33.478242,-70.683944,59,L6
L6-R,-33.479002,-70.685007,60,L6
L6-R,-33.47992,-70.6854,61,L6
L6-R,-33.48201,-70.686403,62,L6
L6-R,-33.483025,-70.687334,63,L6
L6-R,-33.483802,-70.689267,64,L6
L6-R,-33.484279,-70.690484,65,L6
L6-R,-33.484578,-70.691844,66,L6
L6-R,-33.48416,-70.693348,67,L6
L6-R,-33.483384,-70.695424,68,L6
L3-I,-33.365232,-70.731613,0,L3
L3-I,-33.365624,-70.730701,1,L3
L3-I,-33.365703,-70.730254,2,L3
L3-I,-33.365733,-70.729754,3,L3
L3-I,-33.365736,-70.729429,4,L3
L3-I,-33.365726,-70.729209,5,L3
L3-I,-33.365697,-70.72891,6,L3
L3-I,-33.365639,-70.72852,7,L3
L3-I,-33.365569,-70.728135,8,L3
L3-I,-33.365523,-70.727902,9,L3
L3-I,-33.365504,-70.727735,10,L3
L3-I,-33.36551,-70.727544,11,L3
L3-I,-33.365542,-70.727343,12,L3
L3-I,-33.36567,-70.726782,13,L3
L3-I,-33.365963,-70.725496,14,L3
L3-I,-33.366224,-70.724354,15,L3
L3-I,-33.366325,-70.723896,16,L3
L3-I,-33.36637,-70.72355,17,L3
L3-I,-33.366405,-70.722801,18,L3
L3-I,-33.366437,-70.722062,19,L3
L3-I,-33.366505,-70.721577,20,L3
L3-I,-33.366943,-70.719434,21,L3
L3-I,-33.367383,-70.717285,22,L3
L3-I,-33.367442,-70.716793,23,L3
L3-I,-33.367423,-70.716394,24,L3
L3-I,-33.367059,-70.714838,25,L3
L3-I,-33.366522,-70.712623,26,L3
L3-I,-33.366208,-70.711105,27,L3
L3-I,-33.365987,-70.709705,28,L3
L3-I,-33.365909,-70.708217,29,L3
L3-I,-33.365756,-70.706608,30,L3
L3-I,-33.365486,-70.705336,31,L3
L3-I,-33.365268,-70.702586,32,L3
L3-I,-33.3652,-70.69599,33,L3
L3-I,-33.365439,-70.69244,34,L3
L3-I,-33.36554,-70.691109,35,L3
L3-I,-33.365775,-70.689939,36,L3
L3-I,-33.36618,-70.688688,37,L3
L3-I,-33.366618,-70.688043,38,L3
L3-I,-33.366887,-70.68776,39,L3
L3-I,-33.367393,-70.687357,40,L3
L3-I,-33.368471,-70.686832,41,L3
L3-I,-33.369684,-70.68655,42,L3
L3-I,-33.370964,-70.686227,43,L3
L3-I,-33.371271,-70.686155,44,L3
L3-I,-33.371752,-70.686104,45,L3
L3-I,-33.372545,-70.686138,46,L3
L3-I,-33.372942,-70.686104,47,L3
L3-I,-33.373452,-70.686104,48,L3
L3-I,-33.374047,-70.686053,49,L3
L3-I,-33.374699,-70.685799,50,L3
L3-I,-33.375676,-70.685239,51,L3
L3-I,-33.377342,-70.684266,52,L3
L3-I,-33.379498,-70.6835,53,L3
L3-I,-33.381351,-70.682733,54,L3
L3-I,-33.3828,-70.681846,55,L3
L3-I,-33.385877,-70.679226,56,L3
L3-I,-33.389138,-70.67665,57,L3
L3-I,-33.391425,-70.674824,58,L3
L3-I,-33.395154,-70.672231,59,L3
L3-I,-33.396561,-70.671001,60,L3
L3-I,-33.397985,-70.669546,61,L3
L3-I,-33.400364,-70.666696,62,L3
L3-I,-33.402942,-70.664015,63,L3
L3-I,-33.405039,-70.662217,64,L3
L3-I,-33.40569,-70.661606,65,L3
L3-I,-33.406565,-70.661028,66,L3
L3-I,-33.407947,-70.660428,67,L3
L3-I,-33.411032,-70.6593,68,L3
L3-I,-33.412875,-70.65846,69,L3
L3-I,-33.415179,-70.657356,70,L3
L3-I,-33.416561,-70.65678,71,L3
L3-I,-33.417663,-70.656373,72,L3
L3-I,-33.421121,-70.655686,73,L3
L3-I,-33.428411,-70.653776,74,L3
L3-I,-33.429209,-70.653547,75,L3
L3-I,-33.430115,-70.653333,76,L3
L3-I,-33.430996,-70.653233,77,L3
L3-I,-33.431639,-70.653219,78,L3
L3-I,-33.432723,-70.653265,79,L3
L3-I,-33.433052,-70.653265,80,L3
L3-I,-33.433367,-70.653254,81,L3
L3-I,-33.433813,-70.653208,82,L3
L3-I,-33.436198,-70.652803,83,L3
L3-I,-33.437115,-70.652665,84,L3
L3-I,-33.444081,-70.651549,85,L3
L3-I,-33.451381,-70.650491,86,L3
L3-I,-33.457331,-70.649473,87,L3
L3-I,-33.458011,-70.64893,88,L3
L3-I,-33.458464,-70.647809,89,L3
L3-I,-33.458775,-70.646111,90,L3
L3-I,-33.45852,-70.643938,91,L3
L3-I,-33.458237,-70.642682,92,L3
L3-I,-33.45492,-70.628437,93,L3
L3-I,-33.454418,-70.625887,94,L3
L3-I,-33.453987,-70.62258,95,L3
L3-I,-33.45342,-70.620169,96,L3
L3-I,-33.453137,-70.618064,97,L3
L3-I,-33.452995,-70.616332,98,L3
L3-I,-33.453021,-70.61502,99,L3
L3-I,-33.453164,-70.613835,100,L3
L3-I,-33.454166,-70.605029,101,L3
L3-I,-33.454949,-70.59748,102,L3
L3-I,-33.455199,-70.595056,103,L3
L3-I,-33.455379,-70.591767,104,L3
L3-I,-33.4556,-70.587517,105,L3
L3-I,-33.455259,-70.584828,106,L3
L3-I,-33.454798,-70.582595,107,L3
L3-I,-33.454618,-70.580987,108,L3
L3-I,-33.454192,-70.576101,109,L3
L3-I,-33.453863,-70.574006,110,L3
L3-I,-33.45349,-70.570734,111,L3
L3-I,-33.452065,-70.55792,112,L3
L3-R,-33.452065,-70.55792,0,L3
L3-R,-33.45349,-70.570734,1,L3
L3-R,-33.453863,-70.574006,2,L3
L3-R,-33.454192,-70.576101,3,L3
L3-R,-33.454618,-70.580987,4,L3
L3-R,-33.454798,-70.582595,5,L3
L3-R,-33.455259,-70.584828,6,L3
L3-R,-33.4556,-70.587517,7,L3
L3-R,-33.455379,-70.591767,8,L3
L3-R,-33.455199,-70.595056,9,L3
L3-R,-33.454949,-70.59748,10,L3
L3-R,-33.454166,-70.605029,11,L3
L3-R,-33.453164,-70.613835,12,L3
L3-R,-33.453021,-70.61502,13,L3
L3-R,-33.452995,-70.616332,14,L3
L3-R,-33.453137,-70.618064,15,L3
L3-R,-33.45342,-70.620169,16,L3
L3-R,-33.453987,-70.62258,17,L3
L3-R,-33.454418,-70.625887,18,L3
L3-R,-33.45492,-70.628437,19,L3
L3-R,-33.458237,-70.642682,20,L3
L3-R,-33.45852,-70.643938,21,L3
L3-R,-33.458775,-70.646111,22,L3
L3-R,-33.458464,-70.647809,23,L3
L3-R,-33.458011,-70.64893,24,L3
L3-R,-33.457331,-70.649473,25,L3
L3-R,-33.451381,-70.650491,26,L3
L3-R,-33.444081,-70.651549,27,L3
L3-R,-33.437115,-70.652665,28,L3
L3-R,-33.436198,-70.652803,29,L3
L3-R,-33.433813,-70.653208,30,L3
L3-R,-33.433367,-70.653254,31,L3
L3-R,-33.433052,-70.653265,32,L3
L3-R,-33.432723,-70.653265,33,L3
L3-R,-33.431639,-70.653219,34,L3
L3-R,-33.430996,-70.653233,35,L3
L3-R,-33.430115,-70.653333,36,L3
L3-R,-33.429209,-70.653547,37,L3
L3-R,-33.428411,-70.653776,38,L3
L3-R,-33.421121,-70.655686,39,L3
L3-R,-33.417663,-70.656373,40,L3
L3-R,-33.416561,-70.65678,41,L3
L3-R,-33.415179,-70.657356,42,L3
L3-R,-33.412875,-70.65846,43,L3
L3-R,-33.411032,-70.6593,44,L3
L3-R,-33.407947,-70.660428,45,L3
L3-R,-33.406565,-70.661028,46,L3
L3-R,-33.40569,-70.661606,47,L3
L3-R,-33.405039,-70.662217,48,L3
L3-R,-33.402942,-70.664015,49,L3
L3-R,-33.400364,-70.666696,50,L3
L3-R,-33.397985,-70.669546,51,L3
L3-R,-33.396561,-70.671001,52,L3
L3-R,-33.395154,-70.672231,53,L3
L3-R,-33.391425,-70.674824,54,L3
L3-R,-33.389138,-70.67665,55,L3
L3-R,-33.385877,-70.679226,56,L3
L3-R,-33.3828,-70.681846,57,L3
L3-R,-33.381351,-70.682733,58,L3
L3-R,-33.379498,-70.6835,59,L3
L3-R,-33.377342,-70.684266,60,L3
L3-R,-33.375676,-70.685239,61,L3
L3-R,-33.374699,-70.685799,62,L3
L3-R,-33.374047,-70.686053,63,L3
L3-R,-33.373452,-70.686104,64,L3
L3-R,-33.372942,-70.686104,65,L3
L3-R,-33.372545,-70.686138,66,L3
L3-R,-33.371752,-70.686104,67,L3
L3-R,-33.371271,-70.686155,68,L3
L3-R,-33.370964,-70.686227,69,L3
L3-R,-33.369684,-70.68655,70,L3
L3-R,-33.368471,-70.686832,71,L3
L3-R,-33.367393,-70.687357,72,L3
L3-R,-33.366887,-70.68776,73,L3
L3-R,-33.366618,-70.688043,74,L3
L3-R,-33.36618,-70.688688,75,L3
L3-R,-33.365775,-70.689939,76,L3
L3-R,-33.36554,-70.691109,77,L3
L3-R,-33.365439,-70.69244,78,L3
L3-R,-33.3652,-70.69599,79,L3
L3-R,-33.365268,-70.702586,80,L3
L3-R,-33.365486,-70.705336,81,L3
L3-R,-33.365756,-70.706608,82,L3
L3-R,-33.365909,-70.708217,83,L3
L3-R,-33.365987,-70.709705,84,L3
L3-R,-33.366208,-70.711105,85,L3
L3-R,-33.366522,-70.712623,86,L3
L3-R,-33.367059,-70.714838,87,L3
L3-R,-33.367423,-70.716394,88,L3
L3-R,-33.367442,-70.716793,89,L3
L3-R,-33.367383,-70.717285,90,L3
